"CMS Certification Number (CCN)","Provider Name","Provider Address",City/Town,State,"ZIP Code","Telephone Number","Provider SSA County Code",County/Parish,Urban,"Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Chain Name","Chain ID","Number of Facilities in Chain","Chain Average Overall 5-star Rating","Chain Average Health Inspection Rating","Chain Average Staffing Rating","Chain Average QM Rating","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Nursing Case-Mix Index","Nursing Case-Mix Index Ratio","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2/3 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2/3 Number of Complaint Health Deficiencies","Rating Cycle 2/3 Health Deficiency Score","Rating Cycle 2/3 Number of Health Revisits","Rating Cycle 2/3 Health Revisit Score","Rating Cycle 2/3 Total Health Score","Total Weighted Health Survey Score","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties",Location,Latitude,Longitude,"Geocoding Footnote","Processing Date"
045197,"THE SPRINGS OF HARRISON","115 ORENDORFF AVENUE",HARRISON,AR,72601,8707413438,040,Boone,N,"For profit - Limited Liability company",90,61.4,,"Medicare and Medicaid",N,"HARRISON HEALTHCARE LLC",1992-03-01,"THE SPRINGS ARKANSAS",516,26,3.5,3.3,3.0,3.8,N,,N,N,N,Resident,Yes,5,,5,,4,,5,,2,,3,,,,2.35269,0.99494,0.23866,1.23360,3.58629,3.25591,0.19766,0.08014,41.4,,50.0,,0,,1.24369,0.88089,2.04138,0.75639,0.60369,3.40147,3.01546,2.65175,1.12141,0.26900,4.04216,3.66978,2025-07-02,0,0,0,0,0,0,0,2024-04-04,6,5,1,52,1,0,52,13.000,,0,0.00,0,0,"115 ORENDORFF AVENUE,HARRISON,AR,72601",36.2484,'-93.121,,2026-07-01
045199,"HEARTLAND REHABILITATION AND CARE CENTER","19701 INTERSTATE 30",BENTON,AR,72015,5017788200,620,Saline,Y,"For profit - Limited Liability company",140,90.3,,"Medicare and Medicaid",N,"SALINE SNF OPERATIONS, LLC",1992-08-06,"SOUTHERN ADMINISTRATIVE SERVICES",480,35,3.9,3.3,3.9,4.7,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,3,,,,2.48704,0.88614,0.33724,1.22338,3.71042,3.30580,0.39806,0.05548,51.2,,28.6,,0,,1.21086,0.85764,1.98749,0.73642,0.58775,3.31167,2.93585,2.87918,1.02586,0.39041,4.29546,3.82704,2025-07-31,1,1,0,8,1,0,8,2024-04-25,6,6,0,44,1,0,44,17.000,,0,0.00,0,0,"19701 INTERSTATE 30,BENTON,AR,72015",34.5708,'-92.594,,2026-07-01
045201,"CHAPEL WOODS HEALTH AND REHABILITATION","1440 EAST CHURCH",WARREN,AR,71671,8702266766,050,Bradley,N,"For profit - Limited Liability company",140,70.6,,"Medicare and Medicaid",N,"WRNC INC",1992-09-01,"ANTHONY & BRYAN ADAMS",36,38,3.9,3.6,3.0,4.3,N,,N,N,N,Resident,Yes,4,,4,,4,,5,,3,,3,,,,2.41406,1.22398,0.23468,1.45865,3.87271,3.11668,0.14435,0.00409,59.8,,33.3,,1,,1.18559,0.83974,1.94601,0.72105,0.57549,3.24256,2.87458,2.85426,1.44717,0.27747,4.57890,3.68500,2026-04-30,0,0,0,0,0,0,0,2024-10-25,9,7,3,60,1,0,60,15.000,,1,8281.00,0,1,"1440 EAST CHURCH,WARREN,AR,71671",33.6095,'-92.043,,2026-07-01
045202,"LAKEWOOD HEALTH AND REHAB, LLC","2323 MCCAIN BOULEVARD","NORTH LITTLE ROCK",AR,72116,5017912323,590,Pulaski,Y,"For profit - Limited Liability company",85,70.0,,"Medicare and Medicaid",N,"LAKEWOOD HEALTH AND REHAB LLC",1992-09-09,"CENTRAL ARKANSAS NURSING CENTERS",129,39,3.7,3.3,3.3,4.2,N,,N,N,N,Resident,Yes,4,,4,,4,,5,,3,,2,,,,3.14632,0.95490,0.18340,1.13831,4.28463,3.60504,0.12459,0.00000,69.8,,83.3,,0,,1.28238,0.90830,2.10490,0.77992,0.62247,3.50730,3.10928,3.43925,1.04381,0.20048,4.68354,3.94068,2025-09-25,1,1,0,8,1,0,8,2024-07-11,9,7,2,60,1,0,60,21.000,,0,0.00,0,0,"2323 MCCAIN BOULEVARD,NORTH LITTLE ROCK,AR,72116",34.798,'-92.241,,2026-07-01
045203,"THE SPRINGS BATESVILLE","1975 WHITE DRIVE",BATESVILLE,AR,72501,8706981853,310,Independence,N,"For profit - Corporation",150,88.2,,"Medicare and Medicaid",N,"BATESVILLE HEALTHCARE LLC",1992-07-01,"THE SPRINGS ARKANSAS",516,26,3.5,3.3,3.0,3.8,N,,N,N,N,Resident,Yes,3,,3,,4,,5,,3,,3,,,,2.81837,1.04981,0.29492,1.34473,4.16310,3.60880,0.20030,0.01314,57.3,,55.6,,0,,1.10068,0.77960,1.80665,0.66942,0.53428,3.01035,2.66872,3.58934,1.33699,0.37560,5.30193,4.59600,2025-08-28,2,2,0,16,1,0,16,2024-05-23,12,10,2,92,1,0,92,35.000,,0,0.00,0,0,"1975 WHITE DRIVE,BATESVILLE,AR,72501",35.7915,'-91.62,,2026-07-01
045207,"OUACHITA NURSING AND REHABILITATION CENTER","1411 COUNTRY CLUB ROAD",CAMDEN,AR,71701,8708364111,510,Ouachita,N,"For profit - Limited Liability company",115,79.2,,"Medicare and Medicaid",N,"CAMDEN SNF OPERATIONS, LLC",1993-03-01,"SOUTHERN ADMINISTRATIVE SERVICES",480,35,3.9,3.3,3.9,4.7,N,,Y,N,N,Both,Yes,3,,2,,5,,5,,3,,4,,,,2.36943,0.81768,0.57707,1.39474,3.76417,3.38910,0.36841,0.00881,49.4,,16.7,,0,,1.20900,0.85632,1.98444,0.73529,0.58685,3.30658,2.93134,2.74725,0.94806,0.66908,4.36439,3.92952,2025-08-21,3,1,2,16,1,0,16,2024-05-16,14,13,1,84,1,0,84,33.000,,0,0.00,0,0,"1411 COUNTRY CLUB ROAD,CAMDEN,AR,71701",33.5755,'-92.856,,2026-07-01
045208,"CABOT HEALTH AND REHAB, LLC","200 NORTHPORT DRIVE",CABOT,AR,72023,5018436181,420,Lonoke,Y,"For profit - Individual",89,73.5,,"Medicare and Medicaid",N,"CABOT HEALTH AND REHAB LLC",1993-03-01,"CENTRAL ARKANSAS NURSING CENTERS",129,39,3.7,3.3,3.3,4.2,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,3,,,,2.80540,1.05888,0.33530,1.39418,4.19958,3.49294,0.46339,0.00618,48.9,,37.5,,0,,1.34789,0.95470,2.21242,0.81976,0.65427,3.68646,3.26811,2.91756,1.10121,0.34870,4.36748,3.63258,2026-05-21,1,1,0,8,1,0,8,2024-12-12,11,11,0,72,1,0,72,24.000,,0,0.00,0,0,"200 NORTHPORT DRIVE,CABOT,AR,72023",34.9818,'-92.044,,2026-07-01
045209,"THE CROSSING AT RIVERSIDE HEALTH AND REHABILITATIO","2500 EAST MOORE AVENUE",SEARCY,AR,72143,5012682324,720,White,N,"For profit - Corporation",138,119.8,,"Medicare and Medicaid",N,"SRCNC, INC",1993-06-01,"ANTHONY & BRYAN ADAMS",36,38,3.9,3.6,3.0,4.3,N,,N,N,N,Resident,Yes,5,,5,,4,,5,,2,,4,,,,3.04650,0.75365,0.51209,1.26575,4.31225,3.64125,0.34805,0.01105,50.7,,50.0,,0,,1.23664,0.87590,2.02982,0.75210,0.60027,3.38219,2.99837,3.45332,0.85430,0.58047,4.88809,4.12749,2025-11-14,0,0,0,0,0,0,0,2024-06-12,4,4,0,32,1,0,32,8.000,,0,0.00,0,0,"2500 EAST MOORE AVENUE,SEARCY,AR,72143",35.2536,'-91.709,,2026-07-01
045211,"THE SPRINGS OF TEXARKANA","2107 DUDLEY STREET",TEXARKANA,AR,71854,8707724427,450,Miller,Y,"For profit - Individual",173,91.4,,"Medicare and Medicaid",N,"TEXARKANA AR OPCO LLC",1993-05-17,"THE SPRINGS ARKANSAS",516,26,3.5,3.3,3.0,3.8,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,2,,,,2.46849,1.03930,0.21026,1.24956,3.71806,3.38115,0.10293,0.00893,52.6,,66.7,,2,,1.22459,0.86736,2.01004,0.74477,0.59442,3.34923,2.96915,2.82566,1.18968,0.24069,4.25603,3.87037,2026-04-02,2,2,0,12,1,0,12,2024-10-10,6,4,2,52,1,0,52,22.000,,1,14665.00,0,1,"2107 DUDLEY STREET,TEXARKANA,AR,71854",33.4199,'-94.021,,2026-07-01
045212,"THE BLOSSOMS AT ROGERS REHAB & NURSING CENTER","1513 SOUTH DIXIELAND RD",ROGERS,AR,72758,4796365841,030,Benton,Y,"For profit - Limited Liability company",110,80.7,,"Medicare and Medicaid",N,"SOUTH DIXIELAND ROAD OPERATING LLC",1993-06-02,"THE BLOSSOMS REHAB & NURSING CENTER",505,24,2.5,2.6,2.3,3.0,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,,2,2,,,,2.14458,0.43891,0.39493,0.83384,2.97842,2.59516,0.49833,0.01107,,27,,27,,27,1.11742,0.79146,1.83413,0.67960,0.54240,3.05613,2.70931,2.69033,0.55060,0.49543,3.73636,3.25556,2026-01-08,1,1,0,8,1,0,8,2023-12-22,5,5,0,40,1,0,40,16.000,,0,0.00,0,0,"1513 SOUTH DIXIELAND RD,ROGERS,AR,72758",36.3206,'-94.144,,2026-07-01
045214,"Hudson Memorial Nursing Home","700 N. COLLEGE AVENUE","EL DORADO",AR,71730,8708638131,690,Union,N,"Government - County",108,60.4,,"Medicare and Medicaid",N,"HUDSON MEMORIAL NURSING HOME",1993-09-01,,,,,,,,N,,N,N,N,Resident,Yes,2,,2,,3,,4,,2,,3,,,,2.23658,1.46972,0.42443,1.89415,4.13073,3.32473,0.28713,0.09515,59.7,,66.7,,0,,1.24794,0.88390,2.04836,0.75897,0.60575,3.41309,3.02576,2.51230,1.65090,0.47676,4.63995,3.73459,2024-12-19,9,8,1,60,1,0,60,2023-10-20,4,4,0,20,1,0,20,50.000,,0,0.00,0,0,"700 N. COLLEGE AVENUE,EL DORADO,AR,71730",33.2185,'-92.674,,2026-07-01
045216,"TWIN RIVERS REHABILITATION AND HEALTHCARE CENTER","3021 TWIN RIVERS DRIVE",ARKADELPHIA,AR,71923,8702466337,090,Clark,N,"For profit - Limited Liability company",112,71.0,,"Medicare and Medicaid",N,"3P PARTNERS, LLC",1993-09-01,"SOUTHERN ADMINISTRATIVE SERVICES",480,35,3.9,3.3,3.9,4.7,N,,N,N,N,Both,Yes,4,,3,,5,,5,,3,,3,,,,2.42430,0.82068,0.49680,1.31748,3.74178,3.15814,0.34398,0.03688,47.1,,25.0,,1,,1.30050,0.92113,2.13463,0.79094,0.63127,3.55684,3.15320,2.61310,0.88460,0.53548,4.03318,3.40409,2026-02-12,3,2,1,24,1,0,24,2024-08-29,3,2,1,16,1,0,16,22.000,,1,12335.00,0,1,"3021 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923",34.125,'-93.086,,2026-07-01
045217,"THE SPRINGS OF AVALON","610 SOUTH AVALON ST","WEST MEMPHIS",AR,72301,8707354543,170,Crittenden,Y,"For profit - Limited Liability company",85,81.5,,"Medicare and Medicaid",N,"WEST MEMPHIS OPERATORS, LLC",1993-11-01,"THE SPRINGS ARKANSAS",516,26,3.5,3.3,3.0,3.8,N,,N,N,N,Resident,Yes,2,,2,,4,,5,,1,,3,,,,2.05802,0.86153,0.30835,1.16987,3.22790,2.86306,0.23366,0.07490,56.3,,85.7,,0,,1.07559,0.76183,1.76547,0.65415,0.52210,2.94172,2.60788,2.68215,1.12280,0.40186,4.20681,3.73133,2025-02-27,6,6,1,44,1,0,44,2024-02-02,11,8,3,88,1,0,88,55.000,,1,8416.00,0,1,"610 SOUTH AVALON ST,WEST MEMPHIS,AR,72301",35.1379,'-90.194,,2026-07-01
045218,"GASSVILLE THERAPY AND LIVING","203 COTTER ROAD",GASSVILLE,AR,72635,8704352588,020,Baxter,N,"For profit - Corporation",105,45.4,,"Medicare and Medicaid",N,"GVNC, INC.",1993-11-01,"ANTHONY & BRYAN ADAMS",36,38,3.9,3.6,3.0,4.3,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,,2,4,,,,2.36166,0.52620,0.78550,1.31169,3.67336,3.27433,0.46247,0.00578,39.6,,25.0,,3,,1.20296,0.85204,1.97453,0.73162,0.58392,3.29007,2.91671,2.75199,0.61317,0.91532,4.28047,3.81549,2025-12-18,0,0,0,0,0,0,0,2024-07-11,12,7,7,88,1,0,88,22.000,,0,0.00,0,0,"203 COTTER ROAD,GASSVILLE,AR,72635",36.2808,'-92.499,,2026-07-01
045219,"CRESTPARK FORREST CITY, LLC","500 KITTLE RD","FORREST CITY",AR,72335,8706334260,610,"St. Francis",N,"For profit - Limited Liability company",100,40.4,,"Medicare and Medicaid",N,"CRESTPARK FORREST CITY, LLC",1993-11-01,CRESTPARK,722,6,3.3,3.2,4.0,3.2,N,,N,N,N,Resident,Yes,3,,3,,3,,3,,,2,4,,,,3.00322,0.65124,0.37486,1.02610,4.02932,3.35433,0.29064,0.00110,41.5,,,27,1,,1.18261,0.83763,1.94114,0.71924,0.57405,3.23443,2.86737,3.55978,0.77193,0.44433,4.77604,3.97596,2025-12-23,4,4,0,16,1,0,16,2024-08-08,12,7,5,92,1,0,92,35.000,,0,0.00,0,0,"500 KITTLE RD,FORREST CITY,AR,72335",35.0217,'-90.772,,2026-07-01
045220,"FAYETTEVILLE HEALTH AND REHABILITATION CENTER","3100 OLD MISSOURI RD",FAYETTEVILLE,AR,72703,4795214353,710,Washington,Y,"For profit - Limited Liability company",140,120.0,,"Medicare and Medicaid",N,"NORTHPORT HEALTH SERVICES OF ARKANSAS, LLC",1993-12-01,"NHS MANAGEMENT",372,43,2.9,2.7,3.7,3.5,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,5,,3,,,,2.78939,0.63047,0.12741,0.75789,3.54728,3.07039,0.09327,0.05601,40.0,,83.3,,0,,1.07310,0.76007,1.76138,0.65264,0.52089,2.93491,2.60185,3.64375,0.82358,0.16644,4.63376,4.01081,2025-11-21,4,3,1,16,1,0,16,2024-06-27,15,15,1,112,1,0,112,40.000,,0,0.00,0,0,"3100 OLD MISSOURI RD,FAYETTEVILLE,AR,72703",36.1088,'-94.133,,2026-07-01
045221,"Crestpark Helena, LLC","116 NOVEMBER DRIVE",HELENA,AR,72342,8703389886,530,Phillips,N,"For profit - Limited Liability company",100,31.1,,"Medicare and Medicaid",N,"CRESTPARK HELENA, LLC",1994-01-01,CRESTPARK,722,6,3.3,3.2,4.0,3.2,N,,N,N,N,Resident,Yes,5,,4,,4,,4,,,2,5,,,,3.29445,0.77517,0.83417,1.60934,4.90378,4.37515,0.89188,0.00000,20.9,,40.0,,0,,1.18634,0.84027,1.94726,0.72151,0.57586,3.24463,2.87641,3.89271,0.91594,0.98565,5.79429,5.16967,2025-09-05,5,5,0,16,1,0,16,2024-06-06,7,7,0,56,1,0,56,26.000,,0,0.00,0,0,"116 NOVEMBER DRIVE,HELENA,AR,72342",34.5419,'-90.622,,2026-07-01
045222,"WOODRUFF COUNTY HEALTH CENTER","139 WEST HIGHWAY 64",MCCRORY,AR,72101,8707312543,730,Woodruff,N,"Government - County",120,84.2,,"Medicare and Medicaid",N,"WOODRUFF COUNTY HEALTH CENTER",1993-11-19,,,,,,,,N,,N,N,N,Resident,Yes,3,,3,,3,,1,,4,,4,,,,3.17567,0.94424,0.45472,1.39897,4.57463,4.30616,0.43422,0.00000,47.5,,38.5,,0,,1.22105,0.86486,2.00423,0.74262,0.59270,3.33956,2.96057,3.64569,1.08400,0.52202,5.25171,4.94351,2025-09-18,2,1,2,28,1,0,28,2024-05-31,9,9,0,56,1,0,56,35.000,,1,8278.00,0,1,"139 WEST HIGHWAY 64,MCCRORY,AR,72101",35.2691,'-91.196,,2026-07-01
045227,"PLEASANT MANOR NURSING & REHAB","950 HOMESTEAD",ASHDOWN,AR,71822,8708985001,400,"Little River",Y,"For profit - Limited Liability company",88,70.2,,"Medicare and Medicaid",N,"PLEASANT MANOR NURSING & REHAB",1993-12-01,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,3,,5,,2,,4,,,,2.60614,1.31126,0.67528,1.98654,4.59268,3.12298,0.29859,0.00645,51.8,,46.2,,1,,1.12476,0.79665,1.84617,0.68406,0.54596,3.07619,2.72710,3.24802,1.63422,0.84159,5.72383,3.89215,2025-11-25,0,0,0,0,0,0,0,2024-07-18,6,6,0,48,1,0,48,12.000,,0,0.00,0,0,"950 HOMESTEAD,ASHDOWN,AR,71822",33.6653,'-94.117,,2026-07-01
045228,"MAPLE HEALTHCARE","200 S MAPLE STREET",HAZEN,AR,72064,8702554323,580,Prairie,N,"For profit - Limited Liability company",70,35.6,,"Medicare and Medicaid",N,"HAZEN SNF OPERATOR LLC",1994-01-01,"MARSH POINTE MANAGEMENT",337,6,2.5,2.2,3.8,3.0,N,,Y,N,N,Resident,Yes,2,,2,,2,,2,,,2,3,,,,2.43998,0.74060,0.37479,1.11539,3.55537,3.00640,0.36136,0.01753,46.7,,,27,0,,1.15741,0.81978,1.89977,0.70392,0.56181,3.16550,2.80627,2.95513,0.89697,0.45392,4.30602,3.64114,2025-06-05,2,2,0,44,1,0,44,2024-03-07,5,5,0,40,1,0,40,43.000,,1,33800.00,1,2,"200 S MAPLE STREET,HAZEN,AR,72064",34.7977,'-91.57,22,2026-07-01
045232,"THE BLOSSOMS AT STAMPS REHAB & NURSING CENTER","826 NORTH STREET",STAMPS,AR,71860,8705334444,360,Lafayette,N,"For profit - Limited Liability company",94,60.0,,"Medicare and Medicaid",N,"NORTH STREET OPERATING LLC",1994-03-01,"THE BLOSSOMS REHAB & NURSING CENTER",505,24,2.5,2.6,2.3,3.0,N,,N,N,N,Resident,Yes,5,,5,,3,,3,,2,,4,,,,2.01237,0.87370,0.29105,1.16475,3.17712,2.75593,0.24086,0.00097,34.0,,40.0,,0,,1.07076,0.75841,1.75754,0.65122,0.51975,2.92851,2.59617,2.63448,1.14380,0.38102,4.15931,3.60791,2026-04-16,1,1,0,4,1,0,4,2024-10-17,2,2,0,12,1,0,12,6.000,,0,0.00,0,0,"826 NORTH STREET,STAMPS,AR,71860",33.3691,'-93.49,,2026-07-01
045236,"DES ARC NURSING AND REHABILITATION CENTER","2216 WEST MAIN STREET","DES ARC",AR,72040,8702564194,580,Prairie,N,"For profit - Limited Liability company",98,57.1,,"Medicare and Medicaid",N,"PRAIRIE SNF OPERATIONS LLC",1994-06-01,"SOUTHERN ADMINISTRATIVE SERVICES",480,35,3.9,3.3,3.9,4.7,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,,2,4,,,,2.62129,0.71902,0.49027,1.20929,3.83059,3.34051,0.22920,0.03902,47.1,,33.3,,2,,1.16832,0.82751,1.91767,0.71055,0.56711,3.19533,2.83272,3.14509,0.86270,0.58824,4.59603,4.00803,2025-01-16,8,8,3,64,1,0,64,2024-01-12,17,17,0,379,1,0,379,142.750,,1,8021.00,0,1,"2216 WEST MAIN STREET,DES ARC,AR,72040",34.9773,'-91.52,,2026-07-01
045239,"BELLE VIEW ESTATES REHABILITATION AND CARE CENTER","1052 OLD WARREN ROAD",MONTICELLO,AR,71655,8703670044,210,Drew,N,"For profit - Limited Liability company",80,71.0,,"Medicare and Medicaid",N,"DREW SNF OPERATIONS, LLC",1994-07-15,"SOUTHERN ADMINISTRATIVE SERVICES",480,35,3.9,3.3,3.9,4.7,N,,N,N,N,Resident,Yes,5,,5,,5,,5,,5,,3,,,,2.01857,1.30417,0.24804,1.55221,3.57079,3.10370,0.13130,0.07003,29.4,,20.0,,0,,1.34145,0.95014,2.20185,0.81585,0.65115,3.66884,3.25249,2.10935,1.36282,0.25920,3.73137,3.24328,2025-06-05,0,0,0,0,0,0,0,2024-03-14,8,7,1,76,1,0,76,19.000,,1,7443.00,0,1,"1052 OLD WARREN ROAD,MONTICELLO,AR,71655",33.6135,'-91.813,,2026-07-01
045241,"BAILEY CREEK HEALTH AND REHAB","1621 EAST 42ND ST",TEXARKANA,AR,71854,8707743581,450,Miller,Y,"For profit - Corporation",74,87.0,,"Medicare and Medicaid",N,"TXKNC, INC.",1994-09-01,"ANTHONY & BRYAN ADAMS",36,38,3.9,3.6,3.0,4.3,N,,N,N,N,Resident,Yes,2,,2,,4,,5,,3,,3,,,,2.34257,0.84845,0.33416,1.18261,3.52517,2.83387,0.19797,0.00834,50.0,,50.0,,0,,1.07258,0.75970,1.76054,0.65233,0.52064,2.93350,2.60060,3.06154,1.10885,0.43672,4.60710,3.70363,2026-04-09,4,2,2,24,1,0,24,2024-09-06,11,9,2,76,1,0,76,37.000,,0,0.00,0,0,"1621 EAST 42ND ST,TEXARKANA,AR,71854",33.4637,'-94.026,,2026-07-01
045242,"THE BLOSSOMS AT EUREKA SPRINGS REHAB & NURSING CEN","235 HUNTSVILLE ROAD","EUREKA SPRINGS",AR,72632,4792537038,070,Carroll,N,"For profit - Limited Liability company",100,56.2,,"Medicare and Medicaid",N,"HUNTSVILLE ROAD OPERATING LLC",1994-08-01,"THE BLOSSOMS REHAB & NURSING CENTER",505,24,2.5,2.6,2.3,3.0,N,,N,N,N,Resident,Yes,1,,1,,4,,5,,3,,2,,,,2.11445,1.11505,0.25370,1.36875,3.48320,3.20014,0.17341,0.00259,83.3,,,27,1,,1.13415,0.80331,1.86159,0.68977,0.55052,3.10189,2.74987,2.61340,1.37816,0.31357,4.30514,3.95527,2025-05-30,3,2,2,24,1,0,24,2024-03-01,20,14,8,156,1,0,156,57.000,,0,0.00,0,0,"235 HUNTSVILLE ROAD,EUREKA SPRINGS,AR,72632",36.3823,'-93.741,,2026-07-01
045243,"THE PINES NURSING AND REHABILITATION CENTER","524 CARPENTER DAM ROAD","HOT SPRINGS",AR,71901,5012624124,250,Garland,Y,"For profit - Limited Liability company",125,73.1,,"Medicare and Medicaid",N,"PINES SNF OPERATIONS, LLC",1994-09-01,"SOUTHERN ADMINISTRATIVE SERVICES",480,35,3.9,3.3,3.9,4.7,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,4,,,,2.63798,0.91629,0.48488,1.40117,4.03915,3.61633,0.14602,0.05925,48.4,,45.5,,0,,1.30387,0.92352,2.14016,0.79299,0.63290,3.56606,3.16137,2.83607,0.98510,0.52129,4.34246,3.88788,2025-04-02,4,4,0,36,1,0,36,2024-02-23,7,4,3,72,1,0,72,45.000,,1,13863.00,0,1,"524 CARPENTER DAM ROAD,HOT SPRINGS,AR,71901",34.4643,'-93.021,,2026-07-01
045244,"LITTLE RIVER NURSING & REHAB","162 HWY 32-2A",ASHDOWN,AR,71822,8708985101,400,"Little River",Y,"Government - City/county",85,76.7,,"Medicare and Medicaid",N,"LITTLE RIVER NURSING HOME",1994-09-01,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,2,,2,,2,,3,,,,2.34834,1.05883,0.37352,1.43236,3.78069,3.08217,0.26651,0.04116,40.2,,45.5,,0,,1.18095,0.83645,1.93840,0.71823,0.57324,3.22987,2.86333,2.78746,1.25683,0.44337,4.48766,3.65852,2026-06-17,0,0,0,0,0,0,0,2025-01-24,3,2,1,16,1,0,16,4.000,,0,0.00,0,0,"162 HWY 32-2A,ASHDOWN,AR,71822",33.6741,'-94.126,22,2026-07-01
045245,"CONWAY HEALTHCARE AND REHABILITATION CENTER","2603 DAVE WARD DRIVE",CONWAY,AR,72034,5013292149,220,Faulkner,Y,"For profit - Limited Liability company",105,69.7,,"Medicare and Medicaid",N,"FAULKNER SNF OPERATIONS LLC",1994-08-15,"SOUTHERN ADMINISTRATIVE SERVICES",480,35,3.9,3.3,3.9,4.7,Y,,N,N,N,None,Yes,3,,2,,5,,5,,,2,3,,,,2.77741,0.78594,0.34803,1.13397,3.91137,3.39485,0.23423,0.04558,60.7,,76.9,,0,,1.24235,0.87994,2.03919,0.75558,0.60304,3.39780,3.01221,3.13382,0.88679,0.39269,4.41331,3.83051,2025-08-21,6,6,1,32,1,0,32,2024-05-06,10,8,4,135,1,0,135,57.750,,1,25483.00,0,1,"2603 DAVE WARD DRIVE,CONWAY,AR,72034",35.0704,'-92.465,,2026-07-01
045246,"PERRY COUNTY NURSING AND REHABILITATION CENTER","1321 SCENIC DRIVE",PERRYVILLE,AR,72126,5018892400,520,Perry,Y,"For profit - Individual",95,68.6,,"Medicare and Medicaid",N,"PERRY COUNTY CARE CENTER INC",1994-09-15,"CENTRAL ARKANSAS NURSING CENTERS",129,39,3.7,3.3,3.3,4.2,N,,N,N,N,Resident,Yes,5,,5,,4,,5,,2,,3,,,,3.30185,1.06779,0.21770,1.28549,4.58734,3.64125,0.15968,0.00452,46.3,,,27,0,,1.21190,0.85837,1.98920,0.73705,0.58826,3.31452,2.93837,3.81918,1.23509,0.25181,5.30609,4.21176,2026-03-19,1,1,0,4,1,0,4,2024-09-05,4,4,0,36,1,0,36,12.000,,0,0.00,0,0,"1321 SCENIC DRIVE,PERRYVILLE,AR,72126",35.0081,'-92.812,,2026-07-01
